0, LA FETE DU COURT 2022: TALENTS D'AUJOURD'HUI 2   , 16 mars 2022 , Divers   (1h16)  ,,,Programme de trois courts métrages réalisés par la nouvelle génération de cinéastes français.
0, TROIS FOIS RIEN   , 16 mars 2022 , Comédie   (1h34)  ,Nadège Loiseau,"Philippe Rebbot, Antoine Bertrand, Côme Levin","Brindille, Casquette et La Flèche vivent au jour le jour. Mais leur situation précaire devrait changer du tout au tout le jour où ils gagnent au Loto. Encore faut-il pouvoir encaisser l’argent, car sans domicile, pas de carte d’identité à jour et sans compte bancaire, pas de paiement !"
5, KILL BILL VOLUME 2   , 17 mai 2004 ," Action, Thriller   (2h17)  ",Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen","Laissée pour morte après un massacre dans une chapelle où avait lieu son mariage, l'ancienne tueuse à gages Black Mamba savoure sa vengeance en se préparant à éliminer ses bourreaux Budd, Elle Driver et leur chef Bill qu'elle se réserve pour la fin."
4, LE CHENE   , 23 février 2022 ," Famille, Aventure   (1h20)  ","Michel Seydoux, Laurent Charbonnier",,"Il était une fois l’histoire d’un chêne, vieux de 210 ans, devenu un pilier en son royaume. Ce film d’aventure spectaculaire rassemble un casting hors du commun : écureuils, balanins, geais, fourmis, mulots…."
3, BLACKLIGHT   , 23 février 2022 ," Action, Thriller   (1h44)  ",Mark Williams (II),"Liam Neeson, Aidan Quinn, Taylor John Smith","Travis Block intervient pour le compte du FBI lorsque toutes les autres options ont été épuisées. Quand on lui ordonne de faire taire un agent qui souhaite révéler à la presse les méthodes du Bureau, il comprend qu’il est devenu le pion d’une terrible machination."
3, ZAI ZAI ZAI ZAI   , 23 février 2022 , Comédie   (1h23)  ,François Desagnat,"Jean-Paul Rouve, Julie Depardieu, Ramzy Bedia","Fabrice, acteur de comédie, réalise qu’il n’a pas sa carte de fidélité alors qu’il fait ses courses. Malgré la menace d’un vigile, il parvient à s’enfuir. Commence alors une cavale sans merci, pour celui qui devient rapidement l'ennemi public numéro 1."
0, LA FETE DU COURT 2022 : TALENTS D'AUJOURD'HUI 3   , 16 mars 2022 , Divers   (1h17)  ,,,Programme de quatre courts métrages réalisés par la nouvelle génération de cinéastes français.
4, LE BOSSU DE NOTRE-DAME   , 27 novembre 1996 ," Famille, Drame, Animation   (1h29)  ","Gary Trousdale, Kirk Wise",,"En l'an de grâce 1482 à Paris, Quasimodo, jeune orphelin contrefait, est le sonneur de Notre-Dame. Il vit reclus dans le clocher sous la férule du puissant juge Frollo, son maître..."
0, EN CORPS   , 30 mars 2022 , Comédie Dramatique   (2h00)  ,Cédric Klapisch,"Marion Barbeau, Hofesh Shechter, Denis Podalydès","Elise, 26 ans est une grande danseuse classique. Elle se blesse pendant un spectacle et apprend qu’elle ne pourra plus danser. Dès lors sa vie va être bouleversée, Elise va devoir apprendre à se réparer… Entre Paris et la Bretagne, au gré des rencontres et des expériences, des déceptions et des espoirs, Elise va se rapprocher d’une compagnie de danse contemporaine. Cette nouvelle façon de danser va lui permettre de retrouver un nouvel élan et aussi une nouvelle façon de vivre."
0, LA-HAUT PERCHES   , 02 mars 2022 , Documentaire   (1h45)  ,Raphaël Mathié,,"Perchés dans un hameau des Alpes-de-Haute-Provence, Mich, Coco, Christiane, François et les autres résistent comme ils peuvent au temps qui passe, à la solitude et aux infortunes de la vie. Quand une vieille histoire de météorite refait surface."
4, UNCHARTED   , 16 février 2022 ," Action, Aventure   (1h56)  ",Ruben Fleischer,"Tom Holland, Mark Wahlberg, Sophia Ali","Nathan Drake, voleur astucieux et intrépide, est recruté par le chasseur de trésors chevronné Victor « Sully » Sullivan pour retrouver la fortune de Ferdinand Magellan, disparue il y a 500 ans."
5, LE LIVRE DE LA JUNGLE -   , 31 mars 1993 ," Famille, Aventure, Animation   (1h17)  ",Wolfgang Reitherman,,"Le jeune Mowgli, abandonné dans la jungle, est élevé par une louve et protégé par la panthère Bagheera. Afin d'échapper à Shere Khan, le tigre mangeur d'hommes, Bagheera décide de rendre son jeune ami au monde des hommes. En chemin, ils multiplient les rencontres et affrontent de nombreux dangers."
4, VAILLANTE   , 02 février 2022 ," Famille, Comédie, Animation   (1h33)  ","Laurent Zeitoun, Theodore Ty",,"Depuis qu'elle est enfant, Georgia Nolan n’a qu’une seule ambition : devenir pompier comme son père ! Hélas, à New York en 1932, les femmes n’ont pas le droit d'exercer cette profession..."
4, COMPAGNONS   , 23 février 2022 ," Comédie, Drame   (1h51)  ",François Favrat,"Najaa, Agnès Jaoui, Pio Marmaï","À 19 ans, passionnée de street art, Naëlle est contrainte de suivre avec d’autres jeunes un chantier de réinsertion, sa dernière chance pour éviter d’être séparée de ses proches. Touchée par la jeune fille, la responsable du chantier lui présente un jour la Maison des Compagnons de Nantes."
0, GOLDA MARIA   , 09 février 2022 , Documentaire   (1h56)  ,"Patrick Sobelman, Hugo Sobelman",,"En 1994, Patrick Sobelman filme chez elle sa grand-mère Golda Maria Tondovska. Face à la caméra, ses souvenirs reviennent, de son enfance en Pologne à sa vie de femme en France, nous livrant le témoignage vivant d'une femme juive née en 1910."
4, BAMBI   , 30 juin 1993 ," Famille, Animation   (1h08)  ","David Kerrick Hand, James Algar, Samuel Armstrong",,"Bambi, faon nouveau-né et futur « Prince de la forêt », apprend à marcher sur ses quatre pattes et devient l'ami de Fleur le putois et de l'adorable petit lapin Pan Pan qui lui feront découvrir les merveilles de la vie et la splendide beauté de la nature. Un film émouvant, tendre et drôle, avec lequel les enfants apprennent à grandir."
3, MAIGRET   , 23 février 2022 , Policier   (1h29)  ,Patrice Leconte,"Gérard Depardieu, Jade Labeste, Mélanie Bernier","Maigret enquête sur la mort d’une jeune fille. Rien ne permet de l’identifier, personne ne semble l’avoir connue, ni se souvenir d’elle. Il rencontre une délinquante, qui ressemble étrangement à la victime, et réveille en lui le souvenir d’une autre disparition, plus ancienne et plus intime…"
5, NO COUNTRY FOR OLD MEN   , 23 janvier 2008 ," Thriller, Drame, Western   (2h03)  ","Joel Coen, Ethan Coen","Tommy Lee Jones, Javier Bardem, Josh Brolin","La cavale, à travers le Texas, d'un homme ayant découvert une mallette lui ouvrant le chemin vers la richesse et.. les ennuis !"
